"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Protection Status","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Ownership","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"1135 East Mendocino Street",1135,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/10/2025,,N/A,,,,,,,,,,,,0101000020110F000093EF611BD51469C191C38587A1ED4E41,,,,,,No,N/A,,,,,,,,,,7/25/2025,10/23/2025,Alyson,7/25/2025,,34.186166078238,,-118.12724583986,,,,,,,,,,1,,,,,,,,,60019,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	1 sycamore (London plane), 3 crape myrtle
",,1,,,,,,,Charlotte,,,,
,,,,"1159 East Altadena Drive",1159,"East Altadena Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,7/14/2025,,7/10/2025,,N/A,,,,,,,,,,,,0101000020110F0000ADD6D7A6D01469C1D6A84C75E1EE4E41,,,,,,No,N/A,,,,,,,,,,,10/23/2025,Alyson,,,34.190920732772,,-118.12692566361,,,,,,,,,,1,,,,,,,,,60018,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"13	1x huge eucalyptus (our priority), 1x magnolia, 1x queen palm, 1x Carolina cherry, 1x orange (these 5 have intact trunk/branch structures), 2x arbutus, 1x avocado, 1x fig, 1x tangerine, 2x camellia, 1x crepe myrtle (these are all new shoots from the underground root structure)
",,1,,,,,,,Charlotte,,,,
,,,,"3303 Alegre Lane",3303,"Alegre Lane",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/10/2025,,N/A,,,,,,,,,,,,0101000020110F000072E865D9BB1469C12186D7B842F14E41,,,,,,No,N/A,,,,,,,,,,8/7/2025,10/23/2025,Alyson,8/7/2025,,34.199974627787,,-118.12543068589,,,,,,,,,,,,,,,,,,,60017,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"10	mature oaks, mature sycamore, eucalyptus
",,1,,,,,,,Charlotte,,,,
,,,,"488 Colman Street",488,"Colman Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/10/2025,,N/A,,,,,,,,,,,,0101000020110F000008B24493891569C1D8D66FEB5CED4E41,,,,,,No,N/A,,,,,,,,,,8/24/2025,10/23/2025,Alyson,8/24/2025,,34.185146393181,,-118.14021523471,,,,,,,,,,1,,,,,,,,,60016,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	Magnolia, Palm, 2 unknown 
 ",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"591 Alameda Street",591,"Alameda Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F0000C0CDAF656B1569C13C7589CD0BED4E41,,,,,,No,N/A,,,,,,,,,,7/28/2025,10/23/2025,Alyson,7/28/2025,,34.183940810519,,-118.1380464822,,,,,,,,,,1,,,,,,,,,60015,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	Pomegranate, persimmons, Japanese magnolia, lime, orange, pecan
",,1,,,,,,,Charlotte,,,,
,,,,"1575 Homewood Drive",1575,"Homewood Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F0000A0E2E857591469C16978E2BF75EE4E41,,,,,,No,N/A,,,,,,,,,,8/7/2025,10/23/2025,Alyson,8/7/2025,,34.189320039656,,-118.11835154364,,,,,,,,,,1,,,,,,,,,60014,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	We have a 100-yr-old avocado tree an three citrus trees.  The avocado is in good condition but needs watering.
",,1,,,,,,,Charlotte,,,,
,,,,"1472 Carroll Drive",1472,"Carroll Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F000011CFF451741469C1E5D643ABBDED4E41,,,,,,No,N/A,,,,,,,,,,10/16/2025,10/23/2025,Alyson,10/9/2025,,34.18658428879,,-118.12029023338,,,,,,,,,,1,,,,,,,,,60013,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1 large sycamore 	I sycamore 
",,1,,,,,,,Charlotte,,,,
,,,,"59 West Mendocino Street",59,"West Mendocino Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F00007CFBFFCC131669C1ADD907321DEF4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/23/2025,Alyson,9/18/2025,,34.191808493995,,-118.15014884206,,,,,,,,,,1,,,,,,,,,60012,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"One (Charred, but NOT dead) senior OAK	OAK, CARROB (at the sidewalk)
",,1,,,,,,,Charlotte,,,,
,,,,"2788 North Fair Oaks Avenue",2788,"North Fair Oaks Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F0000CA7395CEF21569C17A6EA0BB76EF4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/23/2025,Alyson,9/18/2025,,34.193139102387,,-118.14777773434,,,,,,,,,,1,,,,,,,,,60011,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	3 PaloVerde 1 oak
",,1,,,,,,,Charlotte,,,,
,,,,"251 East Las Flores Drive",251,"East Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F0000AA46DD6E881569C1B4D88A17BAF04E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/12/2025,,34.197944336851,,-118.14013315003,,,,,,,,,,1,,,,,,,,,60010,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"15	oranges, lemons, mandarins, pomegranate, etc.
",,1,,,,,,,Charlotte,,,,
,,,,"2305 Galbreth Road",2305,"Galbreth Road",,No,,Pasadena,,"Property - Visited",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F00008FD5E6DD831369C16ED212CAEDE84E41,,,,,,No,N/A,,,,,,,,,,8/8/2025,10/23/2025,Alyson,8/8/2025,,34.168274172479,,-118.10301000067,,,,,,,,,,1,,,,,,,,,60009,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2 large, 8 mid-sized	Unknown
",,1,,,,,,,Charlotte,,,,
,,,,"3184 Glenrose Avenue",3184,"Glenrose Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F000042C6BF30021669C1EFC868FBF0F04E41,,,,,,No,N/A,,,,,,,,,,9/5/2025,10/23/2025,Alyson,7/15/2025,,34.198759996836,,-118.14888327,,,,,,,,,,1,,,,,,,,,60008,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Unknown
",,1,,,,,,,Charlotte,,,,
,,,,"101 West Las Flores Drive",101,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F000076B841FDEA1569C12B388D054DF14E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/15/2025,,34.200127676154,,-118.14721591475,,,,,,,,,,1,,,,,,,,,60006,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Sycamore, palm
",,1,,,,,,,Charlotte,,,,
,,,,"2896 North Olive Avenue",2896,"North Olive Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/9/2025,,N/A,,,,,,,,,,,,0101000020110F00006C60130C501669C1ABC2F041F2EF4E41,,,,,,No,N/A,,,,,,,,,,10/8/2025,10/23/2025,Alyson,10/8/2025,,34.194974756681,,-118.15447846228,,,,,,,,,,1,,,,,,,,,60005,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1-2	Unknown
",,1,,,,,,,Charlotte,,,,
,,,,"1147 East Mendocino Street",1147,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/8/2025,,N/A,,,,,,,,,,,,0101000020110F000019D8DACDD01469C1ED5645DEA1ED4E41,,,,,,No,N/A,,,,,,,,,,7/24/2025,10/23/2025,Alyson,7/24/2025,,34.186171114392,,-118.12693661512,,,,,,,,,,1,,,,,,,,,60004,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Four or five	Olives , ginkgo and an oak
",,1,,,,,,,Charlotte,,,,
,,,,"2759 Glenrose Avenue",2759,"Glenrose Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/8/2025,,N/A,,,,,,,,,,,,0101000020110F0000BF5FB4D9341669C17E023AF33DEF4E41,,,,,,No,N/A,,,,,,,,,,10/23/2025,10/24/2025,Alyson,10/23/2025,,34.192295260619,,-118.15252396091,,,,,,,,,,1,,,,,,,,,60003,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Coral tree
",,1,,,,,,,Charlotte,,,,
,,,,"4005 Alzada Road",4005,"Alzada Road",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/8/2025,,N/A,,,,,,,,,,,,0101000020110F00008B034696C11569C16C6E4565E7F34E41,,,,,,No,N/A,,,,,,,,,,8/12/2025,10/23/2025,Alyson,8/12/2025,,34.21002911759,,-118.1442405308,,,,,,,,,,1,,,,,,,,,60002,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"18	Mostly Coast Live Oak. Couple of sycamore. 
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"2479 Highland Avenue",2479,"Highland Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/8/2025,,N/A,,,,,,,,,,,,0101000020110F0000E3E332E2B21469C1F58DC4D73BEE4E41,,,,,,No,N/A,,,,,,,,,,10/16/2025,10/23/2025,Alyson,10/9/2025,,34.188459456801,,-118.12478636946,,,,,,,,,,1,,,,,,,,,60001,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Olive palm and  pink trees on parkway 
",,1,,,,,,,Charlotte,,,,
,,,,"2509 Highland Avenue",2509,"Highland Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/8/2025,,N/A,,,,,,,,,,,,0101000020110F000097E36C6CB31469C1043ECBB05DEE4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/23/2025,Alyson,10/7/2025,,34.188962487693,,-118.1248251729,,,,,,,,,,1,,,,,,,,,60000,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	2 deodars and 2 pink trumpet trees
",,1,,,,,,,Charlotte,,,,
,,,,"1217 Rubio Street",1217,"Rubio Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/7/2025,,N/A,,,,,,,,,,,,0101000020110F000028A38EA5BF1469C12DB203B737EF4E41,,,,,,No,N/A,,,,,,,,,,7/18/2025,10/23/2025,Alyson,7/18/2025,,34.192202599577,,-118.12570359383,,,,,,,,,,1,,,,,,,,,59999,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"15	Upper patio area: lemon (stump), magnolia, guava (small stump), banana 
",,1,,,,,,,Charlotte,,,,
,,,,"3695 El Sereno Avenue",3695,"El Sereno Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/7/2025,,N/A,,,,,,,,,,,,0101000020110F0000655379F3C21569C11D0F218ED3F24E41,,,,,,No,N/A,,,,,,,,,,9/11/2025,10/23/2025,Alyson,9/11/2025,,34.205930632455,,-118.14433855958,,,,,,,,,,1,,,,,,,,,59998,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"7	Pine, live oak , some citrus and fruit
",,1,,,,,,,Charlotte,,,,
,,,,"2463 Highland Avenue",2463,"Highland Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/7/2025,,N/A,,,,,,,,,,,,0101000020110F00005AA77191B21469C17662102229EE4E41,,,,,,No,N/A,,,,,,,,,,7/22/2025,10/23/2025,Alyson,7/22/2025,,34.188181398767,,-118.12476369968,,,,,,,,,,1,,,,,,,,,59997,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	Metaluca, palms, peach
",,1,,,,,,,Charlotte,,,,
,,,,"3069 La Corona Avenue",3069,"La Corona Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F000054786A0FEC1569C17281CCDDC5F04E41,,,,,,No,N/A,,,,,,,,,,7/18/2025,10/23/2025,Alyson,7/18/2025,,34.198119304188,,-118.14729287768,,,,,,,,,,1,,,,,,,,,59994,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	1 oak and 2 Camphor Trees
",,1,,,,,,,Charlotte,,,,
,,,,"3501 Glenrose Avenue",3501,"Glenrose Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F0000F9F0CE34E51569C154FEECB843F24E41,,,,,,No,N/A,,,,,,,,,,7/15/2025,10/23/2025,Alyson,7/15/2025,,34.203793459992,,-118.14680031806,,,,,,,,,,1,,,,,,,,,59993,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Chinese Elm
",,1,,,,,,,Charlotte,,,,
,,,,"1374 Crest Drive",1374,"Crest Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F000049CC5CB9701469C1F1E7F7B4F3EE4E41,,,,,,No,N/A,,,,,,,,,,7/18/2025,10/23/2025,Alyson,7/18/2025,,34.191191929698,,-118.12003180105,,,,,,,,,,1,,,,,,,,,59992,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6 or 7	Orange, lime, sycamore, others 
 ",,1,,,,,,,Charlotte,,,,
,,,,"2540 Page Drive",2540,"Page Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F0000610C2FC06C1469C1D4E36D4063EE4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/23/2025,Alyson,9/17/2025,,34.18904513373,,-118.11974625505,,,,,,,,,,1,,,,,,,,,59991,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5?	Magnolia; don’t know about rest ",,1,,,,,,,Charlotte,,,,
,,,,"2850 North Marengo Avenue",2850,"North Marengo Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F0000C1941D67811569C1D6101E7288EF4E41,,,,,,No,N/A,,,,,,,,,,10/11/2025,10/23/2025,Alyson,9/11/2025,,34.193402329015,,-118.1396279182,,,,,,,,,,1,,,,,,,,,59990,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2                    oaks
""Owner has evidently been watering""",,1,,,,,,,Charlotte,,,,
,,,,"2487 Highland Avenue",2487,"Highland Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F0000D3B9C00AB31469C11A29642245EE4E41,,,,,,No,N/A,,,,,,,,,,10/8/2025,10/23/2025,Alyson,10/8/2025,,34.188597543363,,-118.12479775393,,,,,,,,,,1,,,,,,,,,59989,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"7	Olive, Lime, Meyer lemon, Orange, Banana, Aloe Barberae, Plumeria obtusa 
",,1,,,,,,,Charlotte,,,,
,,,,"2573 Page Drive",2573,"Page Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F0000C58B127C741469C1B638C80F85EE4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/23/2025,Alyson,9/17/2025,,34.189547599573,,-118.12030205638,,,,,,,,,,1,,,,,,,,,59988,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Birch and sycamore, i think
",,1,,,,,,,Charlotte,,,,
,,,,"903 Wapello Street",903,"Wapello Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F000059392B64051569C1A373B519D3F04E41,,,,,,No,N/A,,,,,,,,,,7/17/2025,10/23/2025,Alyson,7/17/2025,,34.198315960404,,-118.13071580337,,,,,,,,,,1,,,,,,,,,59987,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"15	Frontyard: Sycamore, LiquidAmber, Chinese Elm, Jacaranda, Crepe Myrtle; BackYard: Olive, Grapefruit, Pomegranate, Orange, Lime
e",,1,,,,,,,Charlotte,,,,
,,,,"594 Villa Zanita Street",594,"Villa Zanita Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F0000150C6F37891669C177C0DA4708F14E41,,,,,,No,N/A,,,,,,,,,,8/11/2025,10/23/2025,Alyson,8/11/2025,,34.199106208892,,-118.15858695161,,,,,,,,,,1,,,,,,,,,59986,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	Crepe Myrtle & Pyrocantha
",,1,,,,,,,Charlotte,,,,
,,,,"109 East Palm Street",109,"East Palm Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F00003B764248C21569C17A09D7684BF04E41,,,,,,No,N/A,,,,,,,,,,9/19/2025,10/23/2025,Alyson,9/19/2025,,34.196299585999,,-118.14429049569,,,,,,,,,,1,,,,,,,,,59984,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Jacaranda
",,1,,,,,,,Charlotte,,,,
,,,,"360 Alta Pine Drive",360,"Alta Pine Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F00004782261D551569C14610DB1AEFF14E41,,,,,,No,N/A,,,,,,,,,,7/16/2025,10/23/2025,Alyson,7/16/2025,,34.202536127057,,-118.13644508465,,,,,,,,,,1,,,,,,,,,59983,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Magnolia, oak, unkown
",,1,,,,,,,Charlotte,,,,
,,,,"548 Cocopan Drive",548,"Cocopan Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F0000A71F70C9191569C1A6FA5EEE77F24E41,,,,,,No,N/A,,,,,,,,,,8/4/2025,10/23/2025,Alyson,8/4/2025,,34.204569222042,,-118.13218153646,,,,,,,,,,1,,,,,,,,,59982,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5	Oak in the back, 2 large pine trees in the front, and a deciduous tree. A few cypress trees
",,1,,,,,,,Charlotte,,,,
,,,,"214 West Altadena Drive",214,"West Altadena Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F0000BC3C8FEB291669C102589A351FF04E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/23/2025,Alyson,10/9/2025,,34.195642758919,,-118.15173845576,,,,,,,,,,1,,,,,,,,,59981,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5	Englemann Oak, Oaks, Jacaranda, can't remember the other.
",,1,,,,,,,Charlotte,,,,
,,,,"124 West Las Flores Drive",124,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F00009FF0D519F41569C1C498EE6E35F14E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/15/2025,,34.199777162808,,-118.14787072454,,,,,,,,,,1,,,,,,,,,59980,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	2 Chinese elm, pine, oak

",,1,,,,,,,Charlotte,,,,
,,,,"276 East Las Flores Drive",276,"East Las Flores Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/2/2025,,N/A,,,,,,,,,,,,0101000020110F0000F26AA72F851569C1104F3F838FF04E41,,,,,,No,N/A,,,,,,,,,,7/7/2025,10/23/2025,Alyson,7/7/2025,,34.197311608765,,-118.13989980972,,,,,,,,,,1,,,,,,,,,59977,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	2 palms and 4 shrubs along the fence
",,1,,,,,,,Charlotte,,,,
,,,,"132 West Las Flores Drive",132,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/2/2025,,N/A,,,,,,,,,,,,0101000020110F0000016CD4C9F51569C1F15BBD6738F14E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/15/2025,,34.19982132418,,-118.14799199544,,,,,,,,,,1,,,,,,,,,59975,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Deodorant. Chinese elm
",,1,,,,,,,Charlotte,,,,
,,,,"116 West Las Flores Drive",116,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/2/2025,,N/A,,,,,,,,,,,,0101000020110F000077C83EEAF11569C100470FB231F14E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/15/2025,,34.199721620755,,-118.14771363434,,,,,,,,,,1,,,,,,,,,59974,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Peppercorn tree, cypress tree ",,1,,,,,,,Charlotte,,,,
,,,,"477 East Altadena Drive",477,"East Altadena Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,7/14/2025,,7/2/2025,,N/A,,,,,,,,,,,,0101000020110F0000AD9ABF8B6A1569C14B578B1B25EF4E41,,,,,,No,N/A,,,,,,,,,,,10/23/2025,Alyson,,,34.191926076768,,-118.1379853018,,,,,,,,,,1,,,,,,,,,59973,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"12	Olive, silk floss, oleander, pine",,1,,,,,,,Charlotte,,,,
,,,,"3675 El Sereno Avenue",3675,"El Sereno Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/1/2025,,N/A,,,,,,,,,,,,0101000020110F00008506E41FC61569C17773E65CBCF24E41,,,,,,No,N/A,,,,,,,,,,8/12/2025,10/23/2025,Alyson,8/12/2025,,34.205586028094,,-118.14456662409,,,,,,,,,,1,,,,,,,,,59972,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4-5	Chinese elm, willow, oak, fruit trees
",,1,,,,,,,Charlotte,,,,
,,,,"123 Reever Way",123,"Reever Way",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/1/2025,,N/A,,,,,,,,,,,,0101000020110F00007780D648E41569C19D1E194DD2F14E41,,,,,,No,N/A,,,,,,,,,,8/1/2025,10/23/2025,Alyson,8/1/2025,,34.202108127288,,-118.1467340756,,,,,,,,,,1,,,,,,,,,59971,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1-2	Jacaranda and carrot wood?? 
",,1,,,,,,,Charlotte,,,,
,,,,"279 Laurel Drive",279,"Laurel Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/1/2025,,N/A,,,,,,,,,,,,0101000020110F0000A5876220161669C13F07E6CCC7F14E41,,,,,,No,N/A,,,,,,,,,,9/16/2025,10/23/2025,Alyson,9/16/2025,,34.201952093846,,-118.15031598063,,,,,,,,,,1,,,,,,,,,59970,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	Jacaranda, elm, avocado, palm tree, apricot
",,1,,,,,,,Charlotte,,,,
,,,,"78 West Las Flores Drive",78,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/1/2025,,N/A,,,,,,,,,,,,0101000020110F00007F9E0E31E71569C13432C0E520F14E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/15/2025,,34.199472007082,,-118.14694299544,,,,,,,,,,1,,,,,,,,,59969,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5-ish	Red flower gum, palm, tree aloe
",,1,,,,,,,Charlotte,,,,
,,,,"2270 Glenrose Avenue",2270,"Glenrose Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/14/2025,,7/1/2025,,N/A,,,,,,,,,,,,0101000020110F00000109ED78511669C1011957C73CED4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/23/2025,Alyson,9/17/2025,,34.184668705824,,-118.15458088432,,,,,,,,,,1,,,,,,,,,59968,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"0	There are two large gum/ maples though the ones we’re concerned about are the smaller fruit trees we planted. Avocados (please help the tiny fuerte along with the larger haas) a persimmon an Asian pear and a fig tree. They all seem to be fairly healthy and are even fruiting. THANK YOU 
",,1,,,,,,,Charlotte,,,,
,,,,"282 Laurel Drive",282,"Laurel Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/14/2025,,7/1/2025,,N/A,,,,,,,,,,,,0101000020110F00002A79FE211A1669C147FBD9B9B0F14E41,,,,,,No,N/A,,,,,,,,,,9/5/2025,10/23/2025,Alyson,9/6/2025,,34.201609225101,,-118.15060389324,,,,,,,,,,1,,,,,,,,,59967,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	2 American Sweet Gum (I think), city trees
",,1,,,,,,,Charlotte,,,,
